"","Entrez","Ensembl","HGNC","SU-aGBM5_DMSO_1","SU-aGBM5_DMSO_2","SU-aGBM5_DT24_1","SU-aGBM5_DT24_2","SU-aGBM5_DT48_1","SU-aGBM5_DT48_2"
"18080","84451","ENSG00000143674","MAP3K21",36,34,24,16,38,36
"55186","106481196","ENSG00000252501","RNU4-77P",0,0,0,0,0,0
"3459","3775","ENSG00000135750","KCNK1",0,0,0,0,0,0
"40153","100616390","ENSG00000265744","MIR4427",0,0,0,0,0,0
"21001","148641","ENSG00000183780","SLC35F3",0,0,0,0,0,0
"41842","100874390","ENSG00000236101","RAC1P7",0,0,0,0,0,0
"34761","100270855","ENSG00000232166","RPL9P10",0,0,0,0,0,0
"40143","100616380","ENSG00000264377","MIR4671",0,0,0,0,0,0
"34957","100271066","ENSG00000235605","RPS15P2",0,0,0,0,0,2
"43031","101927765","ENSG00000231663","COA6-AS1",7,0,11,10,5,5
"25559","388753","ENSG00000168275","COA6",627,572,442,404,465,495
"6503","6894","ENSG00000059588","TARBP1",281,309,228,277,272,236
"39292","100506795","ENSG00000231768","LINC01354",0,0,0,0,0,0
"24969","359948","ENSG00000168264","IRF2BP2",2081,2070,1719,1671,1888,2089
"36338","100302691","ENSG00000224939","LINC00184",2,2,0,0,0,1
"43041","101927787","ENSG00000228044","LOC101927787",0,0,0,0,0,0
"39296","100506810","ENSG00000227630","LINC01132",1,0,1,0,4,0
"38604","100431173","ENSG00000201638","RNY4P16",0,0,0,0,0,0
"53453","106479466","ENSG00000239690","RN7SL668P",0,0,0,0,0,0
"43085","101927851","ENSG00000238005","LNCATV",7,1,0,0,0,0
"8908","9804","ENSG00000173726","TOMM20",4906,5043,4853,4876,5396,5714
"30273","677802","ENSG00000207181","SNORA14B",5,3,7,5,0,6
"10523","23029","ENSG00000188739","RBM34",16,11,11,9,8,22
"13596","51742","ENSG00000054267","ARID4B",696,604,536,680,682,704
"39985","100616224","ENSG00000263439","MIR4753",0,0,0,0,0,0
"35164","100271292","ENSG00000236863","RPL23AP23",0,0,0,0,0,0
"8588","9453","ENSG00000152904","GGPS1",1060,980,896,946,1134,1177
"34981","100271090","ENSG00000229795","RPS21P1",0,3,0,0,0,0
"21011","148789","ENSG00000162885","B3GALNT2",462,431,284,374,416,475
"56215","107075120","ENSG00000238236","MTCYBP14",0,0,0,0,0,0
"52925","106478948","ENSG00000235638","MTND6P14",0,0,0,0,0,0
"40786","100873270","ENSG00000231199","MTND5P19",0,0,0,0,0,0
"40772","100873256","ENSG00000226663","MTND4P10",0,0,0,0,0,0
"56399","107075306","ENSG00000231582","MTND4LP21",0,0,0,0,0,0
"40701","100873185","ENSG00000232714","MTND3P8",0,0,0,0,0,0
"56386","107075293","ENSG00000235761","MTCO3P46",0,0,0,0,0,0
"2460","2786","ENSG00000168243","GNG4",0,1,0,2,2,0
"1023","1130","ENSG00000143669","LYST",731,850,600,808,985,1063
"36181","100302139","ENSG00000222831","MIR1537",0,0,0,0,0,0
"55471","106481485","ENSG00000206803","RNU6-968P",0,0,0,0,2,0
"4568","4811","ENSG00000116962","NID1",3513,3940,3247,3653,4013,4627
"6729","7107","ENSG00000077585","GPR137B",1011,1025,655,606,579,697
"15025","56605","ENSG00000086619","ERO1B",162,204,144,167,154,166
"54211","106480227","ENSG00000222650","RNU2-70P",0,0,0,0,0,0
"20040","128178","ENSG00000186197","EDARADD",0,2,1,1,0,4
"1792","2025","ENSG00000244457","ENO1P1",0,0,0,0,0,0
"3884","3964","ENSG00000116977","LGALS8",2821,2971,1547,1631,1774,1697
"35752","100287902","ENSG00000223776","LGALS8-AS1",1,0,1,0,0,2
"14281","55127","ENSG00000119285","HEATR1",1849,1951,1188,1308,1423,1424
"84","88","ENSG00000077522","ACTN2",0,1,1,0,0,0
"4306","4548","ENSG00000116984","MTR",802,925,581,935,783,903
"31029","729079","ENSG00000226498","RPSAP21",0,0,0,0,0,0
"27573","440737","ENSG00000237991","RPL35P1",0,4,7,7,11,7
"29466","645745","ENSG00000244020","MT1HL1",0,0,0,0,0,0
"5896","6262","ENSG00000198626","RYR2",0,4,1,12,16,9
"55801","106481816","ENSG00000252396","RN7SKP195",0,0,0,0,0,0
"39906","100616141","ENSG00000266262","MIR4428",0,0,0,0,0,0
"32804","100130331","ENSG00000237250","LOC100130331",0,0,0,0,0,0
"15666","57829","ENSG00000116996","ZP4",0,0,0,0,0,0
"38701","100463489","ENSG00000270188","MTRNR2L11",0,0,0,0,0,0
"56351","107075258","ENSG00000232154","MTCYBP15",0,0,0,0,0,0
"52926","106478949","ENSG00000225723","MTND6P15",0,0,0,0,0,0
"40787","100873271","ENSG00000227860","MTND5P18",0,0,0,0,0,0
"55395","106481408","ENSG00000252371","RNU6-725P",1,0,0,5,0,5
"24224","339535","ENSG00000215808","LINC01139",0,0,0,0,0,0
"26115","391179","ENSG00000215149","KRT18P32",0,0,0,0,4,0
"1024","1131","ENSG00000133019","CHRM3",206,210,168,169,170,200
"39321","100506915","ENSG00000233355","CHRM3-AS2",0,0,0,0,0,0
"41490","100873984","ENSG00000234601","CHRM3-AS1",0,0,0,0,1,0
"20038","128136","ENSG00000215805","LOC128136",0,0,0,0,0,0
"15067","56776","ENSG00000155816","FMN2",33,34,32,52,85,81
"22997","266783","ENSG00000228818","PSMD2P1",8,1,3,0,2,3
"33249","100131810","ENSG00000223694","ADH5P3",0,0,0,0,0,0
"16035","64388","ENSG00000180875","GREM2",30,65,23,29,42,26
"29498","645916","ENSG00000228844","RPS11P2",0,0,0,0,0,0
"41352","100873839","ENSG00000251750","RNU5F-8P",0,0,0,0,0,0
"39324","100506929","ENSG00000230015","LOC100506929",0,0,4,1,3,6
"5643","6000","ENSG00000182901","RGS7",2,14,14,4,26,14
"29506","645939","ENSG00000223963","THAP12P8",0,0,0,1,0,0
"35623","100287266","ENSG00000233615","HNRNPA1P42",0,0,0,0,2,0
"38413","100422856","ENSG00000265831","MIR3123",0,0,0,0,0,0
"34905","100271008","ENSG00000224348","RPL36P6",0,0,0,0,0,0
"2015","2271","ENSG00000091483","FH",2832,2707,2366,2557,2728,2923
"7825","8564","ENSG00000117009","KMO",6,0,4,3,10,12
"11003","23596","ENSG00000054277","OPN3",415,374,594,523,634,706
"1017","1122","ENSG00000203668","CHML",548,606,566,725,672,720
"20034","128025","ENSG00000162843","WDR64",0,1,0,0,0,3
"26116","391181","ENSG00000229022","RPL6P3",1,1,1,0,0,0
"8316","9156","ENSG00000174371","EXO1",567,487,524,518,514,456
"29515","645962","ENSG00000235990","RPL23AP20",0,0,0,0,0,0
"27831","441925","ENSG00000196289","BECN2",0,0,0,0,0,0
"27574","440738","ENSG00000197769","MAP1LC3C",12,15,10,20,10,26
"22003","200149","ENSG00000224625","TUBB8P6",0,0,0,0,0,0
"22004","200150","ENSG00000180287","PLD5",0,0,0,0,0,0
"54826","106480836","ENSG00000252084","RN7SKP12",0,0,0,0,0,0
"29527","645998","ENSG00000235467","RPL10AP5",0,0,0,0,0,0
"32660","100129949","ENSG00000270818","LOC100129949",0,0,0,0,0,0
"31393","731275","ENSG00000214837","LINC01347",5,3,2,4,0,3
"54383","106480399","ENSG00000212230","RNU6-747P",0,0,0,0,0,0
"8963","9859","ENSG00000143702","CEP170",4812,4680,2276,2919,3090,3148
"9832","10806","ENSG00000054282","SDCCAG8",1064,1006,600,555,554,636
"40103","100616343","ENSG00000265201","MIR4677",1,0,0,0,0,0
"9090","10000","ENSG00000117020","AKT3",1931,2135,1658,1827,2008,2083
"24223","339529","ENSG00000226828","LINC02774",0,0,0,0,0,0
"9537","10472","ENSG00000179456","ZBTB18",564,661,540,604,717,844
"53262","106479275","ENSG00000244066","RN7SL148P",0,0,0,0,0,0
"22005","200159","ENSG00000173728","C1orf100",0,0,0,0,0,0
"147","159","ENSG00000035687","ADSS2",1262,1261,1107,1151,1210,1292
"22839","257044","ENSG00000179397","CATSPERE",6,1,1,0,0,2
"25000","360158","ENSG00000227735","CYCSP5",0,0,0,0,0,0
"13095","51029","ENSG00000121644","DESI2",1766,1702,1812,1875,2175,2347
"19433","116228","ENSG00000203667","COX20",13,15,11,15,38,19
"2980","3192","ENSG00000153187","HNRNPU",10871,10399,9092,11086,11019,11962
"53106","106479119","ENSG00000201758","RN7SKP55",0,0,0,0,0,0
"53971","106479985","ENSG00000252073","RNU6-947P",0,0,0,0,0,0
"18007","84288","ENSG00000203666","EFCAB2",41,37,69,70,57,85
"55509","106481523","ENSG00000252282","RNU6-1089P",0,0,0,0,0,0
"53993","106480008","ENSG00000251754","RNU6-999P",0,0,0,0,0,0
"55943","106481958","ENSG00000201170","RNU1-132P",0,0,0,0,0,0
"14246","55083","ENSG00000162849","KIF26B",16,21,7,9,1,3
"61213","111216275","ENSG00000232192","KIF26B-AS1",0,0,0,0,0,0
"16119","64754","ENSG00000185420","SMYD3",213,175,187,177,209,228
"53027","106479039","ENSG00000225222","CHCHD4P5",0,0,0,0,0,0
"55767","106481782","ENSG00000202184","RNU6-1283P",0,0,0,0,0,0
"22772","255654","ENSG00000242042","LINC01743",0,0,0,0,0,0
"15993","64216","ENSG00000162851","TFB2M",433,420,345,331,351,380
"21619","163882","ENSG00000162852","CNST",661,690,485,501,691,691
"13146","51097","ENSG00000143653","SCCPDH",1738,1692,1479,1478,1513,1672
"35183","100271312","ENSG00000228879","RPL35AP6",0,0,0,0,0,0
"11247","25909","ENSG00000153207","AHCTF1",1709,1812,1169,1485,1620,1586
"39724","100533111","ENSG00000135747","ZNF670-ZNF695",97,111,99,104,101,116
"15241","57116","ENSG00000197472","ZNF695",14,29,16,21,18,26
"37122","100419806","ENSG00000236775","LOC100419806",0,0,0,0,0,0
"37633","100420880","ENSG00000215796","LOC100420880",0,0,0,0,0,0
"16872","79862","ENSG00000188295","ZNF669",109,114,126,102,115,178
"25560","388759","ENSG00000221953","LINC02897",14,5,15,3,18,18
"37634","100420881","ENSG00000226164","FGFR3P6",0,0,0,0,0,0
"7183","7678","ENSG00000196418","ZNF124",45,46,46,43,43,83
"33152","100131465","ENSG00000215795","LOC100131465",9,1,5,2,7,16
"40831","100873316","ENSG00000252516","RNA5SP82",2,1,2,4,2,1
"23865","317705","ENSG00000197617","VN1R5",0,0,0,2,0,0
"18265","84838","ENSG00000162714","ZNF496",568,646,772,742,760,943
"19214","114548","ENSG00000162711","NLRP3",0,0,0,0,0,1
"20017","127623","ENSG00000177535","OR2B11",0,0,0,0,0,0
"27833","441932","ENSG00000203664","OR2W5P",0,0,0,0,0,0
"21016","148823","ENSG00000169224","GCSAML",0,0,0,0,0,0
"17472","81472","ENSG00000196242","OR2C3",0,0,0,0,0,0
"17471","81470","ENSG00000177489","OR2G2",0,0,0,0,0,0
"17470","81469","ENSG00000177476","OR2G3",0,0,0,0,0,0
"20016","127617","ENSG00000198452","OR14L1P",0,0,0,0,0,0
"28299","504175","ENSG00000230411","OR3D1P",0,0,0,0,0,0
"27834","441933","ENSG00000197437","OR13G1",0,0,0,0,0,0
"24490","343169","ENSG00000169214","OR6F1",0,0,0,0,0,0
"25561","388761","ENSG00000241128","OR14A2",0,0,0,0,0,0
"24491","343170","ENSG00000153230","OR14K1",0,0,0,0,0,0
"11443","26188","ENSG00000221888","OR1C1",0,0,0,0,0,0
"17459","81439","ENSG00000228336","OR9H1P",0,0,0,0,0,0
"23458","284532","ENSG00000196772","OR14A16",0,0,0,0,0,0
"17460","81440","ENSG00000230576","OR6R1P",0,0,0,0,0,0
"26118","391189","ENSG00000197591","OR11L1",0,0,0,0,0,0
"11234","25893","ENSG00000162722","TRIM58",0,0,1,0,0,0
"24492","343171","ENSG00000238243","OR2W3",0,0,0,0,0,0
"24493","343172","ENSG00000177462","OR2T8",0,0,0,0,0,0
"20015","127608","ENSG00000177275","OR2AJ1",0,0,0,0,0,0
"23456","284521","ENSG00000196071","OR2L13",3,0,0,0,2,1
"26120","391191","ENSG00000187080","OR2AK2",0,0,0,0,0,0
"17467","81462","ENSG00000237492","OR2L9P",0,0,0,0,0,0
"11476","26247","ENSG00000224227","OR2L1P",0,0,0,0,0,0
"17468","81465","ENSG00000232215","OR2L6P",0,0,0,0,0,0
"17469","81466","ENSG00000197454","OR2L5",0,0,0,0,0,0
"11475","26246","ENSG00000203663","OR2L2",2,2,0,0,0,0
"26121","391192","ENSG00000198128","OR2L3",0,0,0,0,0,0
"19976","127059","ENSG00000162727","OR2M5",0,0,0,0,0,0
"26122","391194","ENSG00000198601","OR2M2",0,0,1,0,0,0
"19977","127062","ENSG00000228198","OR2M3",0,0,0,0,0,0
"11474","26245","ENSG00000171180","OR2M4",0,0,0,0,4,0
"26123","391195","ENSG00000177212","OR2T33",0,0,0,0,0,0
"19978","127064","ENSG00000177201","OR2T12",0,0,0,0,0,0
"26124","391196","ENSG00000177186","OR2M7",0,0,0,0,0,0
"19979","127066","ENSG00000177174","OR14C36",0,0,0,0,0,0
"19982","127074","ENSG00000196944","OR2T4",0,0,0,0,1,0
"22713","254879","ENSG00000198104","OR2T6",0,0,0,0,0,0
"11664","26696","ENSG00000175143","OR2T1",0,0,0,0,0,0
"17464","81458","ENSG00000227152","OR2T7",0,0,0,0,0,0
"26857","401992","ENSG00000196240","OR2T2",0,0,0,0,0,0
"24494","343173","ENSG00000196539","OR2T3",0,0,0,0,0,0
"26860","401993","ENSG00000203661","OR2T5",0,0,0,0,0,0
"26965","403236","ENSG00000271934","OR2AS2P",0,0,0,0,0,0
"26125","391211","ENSG00000188558","OR2G6",0,0,0,0,0,0
"24516","343563","ENSG00000182783","OR2T29",0,0,0,0,0,0
"19980","127068","ENSG00000183310","OR2T34",0,0,0,0,0,0
"19981","127069","ENSG00000184022","OR2T10",0,0,0,0,0,0
"26969","403244","ENSG00000177151","OR2T35",0,0,0,0,0,0
"26967","403239","ENSG00000187701","OR2T27",0,0,0,0,0,0
"26863","401994","ENSG00000189181","OR14I1",0,0,0,0,0,0
"33170","100131533","ENSG00000229663","DPY19L4P1",0,0,0,0,0,0
"17289","80851","ENSG00000175137","SH3BP5L",1600,1624,1184,1098,1575,1663
"38436","100422879","ENSG00000264500","MIR3124",0,0,0,0,0,0
"16903","79894","ENSG00000171161","ZNF672",833,815,923,850,1002,1187
"14635","55657","ENSG00000171163","ZNF692",111,141,84,114,75,94
"23011","267002","ENSG00000185220","PGBD2",67,54,34,56,52,64
"54078","106480093","ENSG00000200495","RNU6-1205P",1,0,0,0,0,0
"30155","653789","ENSG00000233084","RPL23AP25",1,1,4,1,0,0
"28694","642273","ENSG00000184731","FAM110C",0,0,1,3,1,0
"11696","26751","ENSG00000035115","SH3YL1",194,200,252,239,251,254
"54","52","ENSG00000143727","ACP1",1806,1737,1611,1705,1707,2009
"23530","285016","ENSG00000189292","ALKAL2",3,2,0,0,0,5
"30651","727944","ENSG00000223985","LINC01874",0,0,0,0,0,0
"42759","101927362","ENSG00000225942","LINC01875",0,0,0,0,0,0
"48553","105373352","ENSG00000233633","LOC105373352",0,0,0,0,0,0
"20142","129787","ENSG00000151353","TMEM18",203,179,224,202,252,270
"48554","105373354","ENSG00000233296","TMEM18-DT",0,0,0,0,0,0
"24255","339822","ENSG00000272342","LINC01115",0,0,0,0,0,0
"24253","339822","ENSG00000237667","LINC01115",0,0,0,0,0,0
"13767","54221","ENSG00000172554","SNTG2",0,0,0,0,0,0
"6807","7173","ENSG00000115705","TPO",0,0,0,0,0,0
"7286","7837","ENSG00000130508","PXDN",1621,1427,1660,2032,2722,2911
"10534","23040","ENSG00000186487","MYT1L",0,7,0,1,0,0
"31382","730811","ENSG00000225619","MYT1L-AS1",0,0,0,0,0,0
"42903","101927554","ENSG00000234423","LINC01250",0,0,0,0,0,0
"6880","7260","ENSG00000032389","EIPR1",695,759,540,549,610,705
"13162","51112","ENSG00000171853","TRAPPC12",978,817,684,817,827,964
"14398","55256","ENSG00000182551","ADI1",1169,1229,1654,1579,1718,1987
"22563","246243","ENSG00000171865","RNASEH1",962,1003,745,897,897,965
"39066","100506054","ENSG00000234171","RNASEH1-DT",157,91,99,126,117,97
"5827","6201","ENSG00000171863","RPS7",11150,10711,9890,9098,10226,11674
"16310","78989","ENSG00000118004","COLEC11",0,0,1,0,0,0
"14783","55821","ENSG00000151360","ALLC",0,1,0,0,0,0
"30889","728597","ENSG00000214866","DCDC2C",0,0,0,0,0,0
"39035","100505964","ENSG00000237401","LINC01304",0,0,0,0,0,0
"53403","106479416","ENSG00000264071","RN7SL531P",0,0,0,0,0,0
"27840","442006","ENSG00000231821","NPM1P48",0,0,0,0,0,0
"30661","727982","ENSG00000231532","LINC01249",0,0,0,0,0,0
"53840","106479854","ENSG00000207192","RNU6-649P",0,0,0,0,0,0
"6283","6664","ENSG00000176887","SOX11",2,3,0,2,0,6
"62376","112268411","ENSG00000236106","LOC112268411",0,3,0,0,0,1
"48581","105373400","ENSG00000237266","LINC01810",0,0,0,0,0,0
"44003","101929390","ENSG00000227007","LINC01247",0,0,0,0,0,0
"26140","391349","ENSG00000231610","PIK3CDP1",0,0,0,0,0,0
"45624","102800314","ENSG00000236172","MIR7515HG",1,0,2,4,7,0
"26623","400941","ENSG00000205837","LINC00487",0,0,0,0,0,0
"20137","129607","ENSG00000134326","CMPK2",76,90,195,223,338,238
"18781","91543","ENSG00000134321","RSAD2",136,57,271,350,655,494
"25223","386597","ENSG00000228203","GRASLND",57,48,12,37,14,18
"8887","9781","ENSG00000151692","RNF144A",1323,1410,477,509,518,569
"44036","101929452","ENSG00000223884","LOC101929452",0,0,1,0,0,0
"53132","106479145","ENSG00000223145","RN7SKP112",0,0,0,0,0,0
"39132","100506274","ENSG00000229727","LOC100506274",0,0,0,0,0,0
"53545","106479558","ENSG00000221255","RNU6ATAC37P",0,0,0,0,0,0
"32939","100130731","ENSG00000229405","LOC100130731",0,0,0,0,0,0
"44094","101929551","ENSG00000226506","LOC101929551",0,0,0,0,0,0
"24247","339788","ENSG00000235665","LINC00298",0,0,0,0,0,0
"24248","339789","ENSG00000236790","LINC00299",0,0,0,0,0,0
"44104","101929567","ENSG00000236008","LINC01814",0,0,0,0,0,0
"3150","3398","ENSG00000115738","ID2",447,454,1648,1444,2489,2778
"15430","57498","ENSG00000134313","KIDINS220",2306,2394,2458,2615,3464,3641
"20138","129642","ENSG00000143797","MBOAT2",1017,989,1004,1081,1283,1373
"34875","100270977","ENSG00000223640","RPL30P3",0,0,0,0,0,0
"48592","105373416","ENSG00000244310","LOC105373416",0,0,0,0,0,0
"8079","8853","ENSG00000151693","ASAP2",3118,3002,2131,2576,2554,2763
"8404","9270","ENSG00000119185","ITGB1BP1",2211,2147,1511,1529,1597,1941
"13567","51692","ENSG00000119203","CPSF3",1435,1472,1296,1351,1474,1438
"23550","285148","ENSG00000134330","IAH1",912,920,1036,977,1168,1243
"6456","6868","ENSG00000151694","ADAM17",1309,1331,1095,1229,1622,1711
"9992","10971","ENSG00000134308","YWHAQ",21348,20908,16839,16367,18110,19687
"55185","106481195","ENSG00000200034","RNU4-73P",0,0,0,0,0,0
"8195","9014","ENSG00000115750","TAF1B",223,279,216,225,231,254
"12776","29841","ENSG00000134317","GRHL1",40,52,17,46,51,14
"7730","8462","ENSG00000172059","KLF11",350,366,550,533,482,589
"21886","192668","ENSG00000205795","CYS1",193,180,281,306,264,323
"5875","6241","ENSG00000171848","RRM2",5303,4850,3594,3790,3461,3653
"38484","100422929","ENSG00000265418","MIR4261",0,0,0,0,0,0
"54475","106480485","ENSG00000264030","RN7SL66P",0,0,0,0,0,0
"3028","3241","ENSG00000115756","HPCAL1",11388,11970,3258,3170,3447,3842
"4703","4953","ENSG00000115758","ODC1",11527,10919,6003,5960,4331,4628
"36352","100302743","ENSG00000206633","SNORA80B",0,5,0,1,0,0
"16952","79954","ENSG00000115761","NOL10",832,747,566,530,613,737
"53511","106479524","ENSG00000243819","RN7SL832P",13,6,15,5,12,6
"22547","245973","ENSG00000143882","ATP6V1C2",19,19,24,15,16,7
"55786","106481801","ENSG00000239053","RNU7-138P",0,0,0,0,0,0
"9213","10130","ENSG00000143870","PDIA6",8167,7951,6999,6844,6930,7604
"55788","106481803","ENSG00000238962","RNU7-176P",0,0,0,0,0,0
"44196","101929733","ENSG00000271952","LINC01954",0,0,0,0,0,0
"3440","3754","ENSG00000162975","KCNF1",629,621,103,70,50,61
"23551","285150","ENSG00000145063","FLJ33534",49,34,5,9,12,30
"29295","645054","ENSG00000226080","RPL6P4",24,19,14,12,9,12
"20189","130813","ENSG00000150873","C2orf50",9,6,15,2,12,14
"20190","130814","ENSG00000162976","SLC66A3",493,511,627,607,640,713
"8607","9475","ENSG00000134318","ROCK2",1770,1983,1466,1955,2211,2279
"54626","106480636","ENSG00000207267","RNU6-1081P",0,0,0,0,0,0
"58093","107985791","ENSG00000226961","PPIAP60",0,0,0,0,0,0
"41552","100874055","ENSG00000224177","LINC00570",0,0,0,0,0,0
"1677","1876","ENSG00000169016","E2F6",444,484,370,391,489,469
"40832","100873317","ENSG00000201610","RNA5SP84",0,0,0,0,0,0
"8796","9687","ENSG00000196208","GREB1",3,4,0,0,10,1
"40230","100616469","ENSG00000264010","MIR4429",0,0,0,0,0,0
"54187","106480203","ENSG00000251718","RNU2-13P",0,0,0,0,0,0
"11024","23620","ENSG00000169006","NTSR2",0,0,0,0,0,0
"37183","100419916","ENSG00000230044","CDK8P1",0,0,0,0,0,0
"10645","23175","ENSG00000134324","LPIN1",1490,1591,1328,1467,1860,2044
"39170","100506405","ENSG00000228496","LOC100506405",0,0,0,0,0,0
"38419","100422862","ENSG00000265056","MIR548S",0,0,0,0,0,0
"38550","100422996","ENSG00000265172","MIR4262",1,1,0,2,4,0
"39188","100506457","ENSG00000224184","MIR3681HG",71,46,34,23,17,31
"38840","100500884","ENSG00000264089","MIR3681",0,0,0,0,0,0
"54604","106480614","ENSG00000207183","RNU6-843P",0,0,0,0,0,0
"12632","28951","ENSG00000071575","TRIB2",7058,7239,7771,7970,9399,9846
"38540","100422986","ENSG00000264370","MIR3125",6,2,0,7,4,3
"39195","100506474","ENSG00000225649","LOC100506474",453,483,575,562,613,677
"38712","100499171","ENSG00000230448","LINC00276",0,0,0,0,0,0
"54113","106480128","ENSG00000251859","RNU6-1288P",0,0,0,0,0,0
"21176","151354","ENSG00000162981","LRATD1",497,534,455,427,344,450
"13511","51594","ENSG00000151779","NBAS",1512,1706,1489,1682,1922,2077
"1490","1653","ENSG00000079785","DDX1",2708,2629,2519,2637,2838,3062
"42524","101926966","ENSG00000231031","LINC01804",0,0,0,0,0,0
"41349","100873836","ENSG00000202160","RNU5E-7P",0,0,0,0,0,0
"45737","103752554","ENSG00000223850","MYCNUT",0,0,0,0,0,0
"9477","10408","ENSG00000233718","MYCNOS",0,0,0,0,0,0
"4372","4613","ENSG00000134323","MYCN",0,0,0,0,0,0
"54939","106480949","ENSG00000243541","RN7SL104P",0,0,0,0,0,0
"45850","104797537","ENSG00000236289","GACAT3",0,0,0,0,0,0
"17499","81553","ENSG00000197872","CYRIA",29,52,28,17,12,17
"53157","106479170","ENSG00000222842","RN7SKP168",0,0,0,0,0,0
"25580","388925","ENSG00000236348","PSMC1P10",0,0,0,3,0,0
"31162","729475","ENSG00000214842","RAD51AP2",4,3,4,6,4,7
"7042","7447","ENSG00000163032","VSNL1",905,823,326,321,371,374
"16721","79677","ENSG00000163029","SMC6",757,750,622,661,757,729
"24742","348654","ENSG00000178295","GEN1",396,348,287,339,318,339
"24525","343930","ENSG00000151379","MSGN1",0,0,0,0,0,0
"3475","3790","ENSG00000170745","KCNS3",49,59,102,95,140,209
"15570","57665","ENSG00000240857","RDH14",323,289,286,273,353,414
"39617","100526794","ENSG00000250741","NT5C1B-RDH14",0,0,0,0,0,0
"18934","93034","ENSG00000185013","NT5C1B",2,1,4,4,2,6
"54082","106480097","ENSG00000207170","RNU6-1215P",0,0,0,0,0,0
"26624","400945","ENSG00000236204","LINC01376",2,4,9,14,13,6
"40066","100616307","ENSG00000266738","MIR4757",0,0,0,0,0,0
"20168","130497","ENSG00000143867","OSR1",12,14,12,37,33,27
"26625","400946","ENSG00000228784","LINC00954",0,0,0,0,5,2
"20170","130502","ENSG00000183891","TTC32",57,61,45,72,43,61
"15463","57539","ENSG00000118965","WDR35",600,622,433,437,573,642
"43320","101928222","ENSG00000227210","WDR35-DT",3,1,0,0,3,4
"4051","4148","ENSG00000132031","MATN3",14,24,38,21,22,32
"8849","9741","ENSG00000068697","LAPTM4A",5321,5507,5864,5735,7772,8119
"26867","402069","ENSG00000213729","RPS16P2",2,3,4,1,0,0
"53259","106479272","ENSG00000266059","RN7SL140P",0,0,0,0,0,0
"55469","106481483","ENSG00000200763","RNU6-961P",0,0,0,0,0,0
"6017","6382","ENSG00000115884","SDC1",4514,4566,5172,5310,4673,5445
"53056","106479068","ENSG00000238735","RNU7-113P",0,0,0,0,0,0
"10810","23369","ENSG00000055917","PUM2",3278,3160,2670,2855,3296,3287
"36070","100289450","ENSG00000232800","SLC7A15P",0,0,0,0,0,0
"40834","100873319","ENSG00000212171","RNA5SP86",0,0,0,0,0,0
"353","388","ENSG00000143878","RHOB",1800,1740,3080,2945,3453,3702
"16024","64342","ENSG00000118960","HS1BP3",659,616,744,707,970,942
"41798","100874343","ENSG00000231948","HS1BP3-IT1",3,3,0,3,1,3
"34989","100271101","ENSG00000233416","RPS25P3",0,0,0,0,0,1
"21178","151449","ENSG00000143869","GDF7",2,2,0,0,0,0
"15818","60526","ENSG00000118961","LDAH",418,507,508,457,499,572
"43352","101928271","ENSG00000236436","LINC02850",0,0,0,0,0,0
"311","338","ENSG00000084674","APOB",0,0,2,0,3,0
"32396","100129278","ENSG00000218819","TDRD15",0,0,0,0,0,0
"29508","645949","ENSG00000229621","LINC01822",0,0,0,0,0,0
"53251","106479264","ENSG00000264192","RN7SL117P",0,0,0,0,0,0
"40835","100873320","ENSG00000206882","RNA5SP87",0,0,0,0,0,0
"44808","102723362","ENSG00000233587","LINC01884",0,0,0,0,0,0
"54831","106480841","ENSG00000222616","RN7SKP27",0,0,0,0,0,0
"19262","114818","ENSG00000119771","KLHL29",1,5,0,2,3,0
"13800","54454","ENSG00000119778","ATAD2B",247,280,199,249,321,324
"37503","100420567","ENSG00000224464","PGAM1P6",0,0,0,0,0,0
"34951","100271060","ENSG00000238111","RPS13P4",0,0,0,0,0,0
"21647","165324","ENSG00000173960","UBXN2A",739,721,804,816,996,1126
"53431","106479444","ENSG00000243847","RN7SL610P",0,0,0,0,0,0
"25581","388931","ENSG00000205639","MFSD2B",8,3,7,0,1,8
"17137","80304","ENSG00000163026","WDCP",416,387,321,318,317,379
"55283","106481295","ENSG00000222940","RNU6-370P",0,0,0,0,0,2
"2024","2281","ENSG00000119782","FKBP1B",50,47,76,81,89,128
"13537","51639","ENSG00000115128","SF3B6",1739,1739,1506,1446,1751,1762
"25108","375190","ENSG00000219626","FAM228B",27,33,39,42,48,43
"8663","9540","ENSG00000115129","TP53I3",304,267,435,445,600,664
"25107","375189","ENSG00000176732","PFN4",7,2,11,20,5,13
"30021","653140","ENSG00000186453","FAM228A",0,0,1,1,14,5
"12966","50618","ENSG00000198399","ITSN2",1198,1050,1023,1125,1227,1136
"7896","8648","ENSG00000084676","NCOA1",722,690,838,1094,1203,1231
"40836","100873321","ENSG00000202430","RNA5SP88",0,0,0,0,0,0
"55909","106481924","ENSG00000206732","RNU6-936P",0,0,0,0,0,0
"26141","391356","ENSG00000184924","PTRHD1",65,72,88,75,95,112
"16504","79172","ENSG00000138092","CENPO",609,613,413,461,535,572
"103","109","ENSG00000138031","ADCY3",816,872,619,700,739,731
"13305","51277","ENSG00000115137","DNAJC27",80,129,143,130,157,154
"31235","729723","ENSG00000224165","DNAJC27-AS1",6,13,9,15,7,16
