"","Entrez","Ensembl","HGNC","SU-aGBM5_DMSO_1","SU-aGBM5_DMSO_2","SU-aGBM5_DT24_1","SU-aGBM5_DT24_2","SU-aGBM5_DT48_1","SU-aGBM5_DT48_2"
"10484","22979","ENSG00000084710","EFR3B",534,586,302,371,288,302
"5115","5443","ENSG00000115138","POMC",0,0,0,0,0,0
"52842","106144568","ENSG00000230452","LINC01381",0,0,0,0,0,0
"1593","1788","ENSG00000119772","DNMT3A",206,203,159,163,201,234
"36271","100302246","ENSG00000221445","MIR1301",0,0,0,0,0,0
"1645","1838","ENSG00000138101","DTNB",104,128,105,128,149,147
"14394","55252","ENSG00000143970","ASXL2",1667,1642,1163,1379,1618,1596
"3481","3797","ENSG00000084731","KIF3C",4673,4560,3135,3265,3456,3824
"9912","10890","ENSG00000084733","RAB10",6126,6167,5470,5488,6270,6502
"55463","106481477","ENSG00000199872","RNU6-942P",0,0,0,0,0,0
"34764","100270858","ENSG00000235440","RPS2P15",0,0,0,0,0,0
"21145","150946","ENSG00000157833","GAREM2",11,3,6,8,25,15
"2700","3030","ENSG00000084754","HADHA",7473,7518,7457,7459,8081,8562
"2702","3032","ENSG00000138029","HADHB",3553,3631,3767,3677,3873,4253
"21641","165082","ENSG00000173567","ADGRF3",9,6,24,19,10,27
"18496","85465","ENSG00000138018","SELENOI",1713,1735,1132,1142,1375,1330
"18915","92749","ENSG00000157856","DRC1",14,12,15,14,11,10
"8512","9381","ENSG00000115155","OTOF",0,0,0,0,0,0
"24244","339778","ENSG00000173557","FAM166C",5,3,1,1,1,6
"20157","130106","ENSG00000157884","CIB4",0,0,0,0,0,0
"34913","100271016","ENSG00000225024","RPL37P11",0,0,0,0,0,0
"3461","3777","ENSG00000171303","KCNK3",101,87,41,55,39,65
"14156","54978","ENSG00000213699","SLC35F6",1595,1663,1927,1971,2385,2699
"960","1058","ENSG00000115163","CENPA",471,412,349,374,469,510
"15091","56896","ENSG00000157851","DPYSL5",1,0,0,0,0,0
"10448","22924","ENSG00000084764","MAPRE3",685,642,550,454,769,783
"32578","100129724","ENSG00000205500","MAPRE3-AS1",0,2,0,1,0,0
"14051","54867","ENSG00000119777","TMEM214",2484,2785,2845,2782,3865,3987
"15817","60509","ENSG00000084693","AGBL5",743,801,1123,1048,1146,1249
"41531","100874031","ENSG00000231636","AGBL5-AS1",1,0,1,1,1,0
"32198","100128731","ENSG00000228474","OST4",2353,2292,2604,2502,2895,3325
"10147","11117","ENSG00000138080","EMILIN1",2990,2778,3159,3493,4032,4653
"3479","3795","ENSG00000138030","KHK",118,144,193,155,150,132
"9730","10669","ENSG00000138028","CGREF1",61,55,60,38,46,84
"18201","84696","ENSG00000143994","ABHD1",3,5,14,9,22,11
"9199","10113","ENSG00000138073","PREB",1460,1362,1310,1095,1486,1653
"24245","339779","ENSG00000186143","PRR30",0,0,0,0,0,0
"21142","150921","ENSG00000163792","TCF23",0,0,0,0,0,0
"8116","8884","ENSG00000138074","SLC5A6",637,604,341,334,374,436
"13390","51374","ENSG00000138085","ATRAID",2065,2042,2705,2591,2869,3235
"716","790","ENSG00000084774","CAD",2666,2708,1915,2255,2243,2391
"7258","7781","ENSG00000115194","SLC30A3",5,7,10,8,12,8
"23547","285126","ENSG00000163793","DNAJC5G",0,0,0,0,0,0
"15279","57159","ENSG00000138100","TRIM54",0,0,3,0,0,0
"6956","7349","ENSG00000163794","UCN",0,2,11,0,9,4
"4222","4358","ENSG00000115204","MPV17",1585,1504,1471,1437,1543,1674
"2655","2976","ENSG00000115207","GTF3C2",1169,1168,1100,1019,1222,1079
"38932","100505624","ENSG00000234945","GTF3C2-AS1",0,0,0,0,0,3
"8120","8890","ENSG00000115211","EIF2B4",672,710,601,610,768,877
"8891","9784","ENSG00000115234","SNX17",4615,4078,3979,3819,4518,5037
"20174","130557","ENSG00000163795","ZNF513",316,265,223,267,368,347
"5164","5496","ENSG00000115241","PPM1G",6090,5727,4333,4449,5477,5834
"12857","29959","ENSG00000115216","NRBP1",3478,3314,2747,2680,2882,3485
"22031","200634","ENSG00000157992","KRTCAP3",1,4,2,3,5,5
"11433","26160","ENSG00000138002","IFT172",567,622,569,643,774,761
"55477","106481491","ENSG00000200003","RNU6-986P",0,0,0,0,1,0
"16164","64838","ENSG00000115226","FNDC4",5599,5723,2874,2775,3390,3742
"2343","2646","ENSG00000084734","GCKR",285,258,62,51,28,59
"17956","84226","ENSG00000221843","C2orf16",58,86,48,47,73,61
"18079","84450","ENSG00000243943","ZNF512",302,332,197,279,315,332
"16681","79635","ENSG00000176714","CCDC121",32,62,90,101,78,75
"10312","11321","ENSG00000198522","GPN1",1582,1686,1008,934,1041,1137
"9014","9913","ENSG00000119760","SUPT7L",1164,1092,919,969,1239,1252
"10471","22950","ENSG00000163798","SLC4A1AP",1313,1350,1023,1106,1228,1269
"32680","100129995","ENSG00000205334","LINC01460",6,0,7,4,6,8
"8673","9553","ENSG00000243147","MRPL33",913,861,834,927,1214,1257
"15931","64080","ENSG00000171174","RBKS",57,53,74,56,57,74
"8696","9577","ENSG00000158019","BABAM2",481,407,637,606,606,598
"38519","100422965","ENSG00000265321","MIR4263",0,6,5,2,5,13
"38954","100505694","ENSG00000270528","FAM133EP",0,0,0,0,0,0
"38961","100505716","ENSG00000223522","LOC100505716",0,1,1,2,0,5
"35166","100271294","ENSG00000225991","RPL23AP34",0,0,0,0,0,0
"26951","403150","ENSG00000229951","FOSL2-AS1",1,2,5,2,3,4
"2083","2355","ENSG00000075426","FOSL2",4222,4227,5599,6122,8752,9788
"21153","151056","ENSG00000163803","PLB1",20,15,12,25,25,33
"40837","100873322","ENSG00000222232","RNA5SP89",0,0,0,0,0,0
"38979","100505774","ENSG00000226833","LOC100505774",0,8,6,2,1,5
"5167","5500","ENSG00000213639","PPP1CB",7081,7439,9801,10177,12646,13419
"22513","245711","ENSG00000163806","SPDYA",4,3,4,2,12,2
"14183","55006","ENSG00000171103","TRMT61B",326,298,263,292,340,382
"10630","23160","ENSG00000163811","WDR43",1650,1534,940,1028,1180,1096
"30396","692209","ENSG00000264994","SNORD92",0,0,0,1,0,0
"11728","26796","ENSG00000265145","SNORD53",0,0,0,0,0,0
"59909","109617012","ENSG00000265706","SNORD53B",0,0,0,0,0,0
"21644","165186","ENSG00000189350","TOGARAM2",7,3,8,20,6,12
"25582","388939","ENSG00000179270","PCARE",0,0,0,1,0,0
"16776","79745","ENSG00000115295","CLIP4",1901,1805,1784,1746,2057,2127
"223","238","ENSG00000171094","ALK",65,91,176,209,286,253
"53398","106479411","ENSG00000242699","RN7SL516P",0,0,0,0,0,0
"13541","51646","ENSG00000119801","YPEL5",1504,1548,1799,1777,1903,2070
"59857","109616960","ENSG00000207187","SNORA10B",0,0,0,0,0,0
"17524","81606","ENSG00000213626","LBH",125,156,169,166,225,198
"22642","253558","ENSG00000172954","LCLAT1",712,699,450,585,577,579
"18870","92291","ENSG00000162949","CAPN13",0,0,0,0,0,0
"16669","79623","ENSG00000158089","GALNT14",0,0,0,0,0,0
"27586","440854","ENSG00000214711","CAPN14",0,2,2,5,1,8
"40838","100873323","ENSG00000201671","RNA5SP90",0,0,0,0,0,0
"12927","30845","ENSG00000013016","EHD3",344,427,431,422,421,467
"7085","7498","ENSG00000158125","XDH",26,25,16,7,10,17
"49279","105374449","ENSG00000223647","LINC01946",0,0,0,0,0,0
"36798","100418769","ENSG00000237007","KRT18P52",0,0,0,0,0,0
"13122","51072","ENSG00000162959","MEMO1",151,145,145,104,142,155
"18170","84661","ENSG00000162961","DPY30",654,668,638,661,655,811
"6296","6683","ENSG00000021574","SPAST",607,632,667,640,829,842
"14651","55676","ENSG00000152683","SLC30A6",1174,1227,1232,1197,1430,1411
"54588","106480598","ENSG00000201113","RNU6-647P",0,0,0,0,0,0
"15693","58484","ENSG00000091106","NLRC4",10,11,10,14,6,10
"17991","84272","ENSG00000119820","YIPF4",942,1025,989,1023,1303,1491
"15385","57448","ENSG00000115760","BIRC6",2159,2506,1885,2329,2780,2948
"30450","693143","ENSG00000207653","MIR558",0,0,0,0,0,0
"14597","55622","ENSG00000018699","TTC27",500,513,423,402,402,444
"39980","100616219","ENSG00000265057","MIR4765",0,0,0,0,0,0
"23534","285045","ENSG00000230876","LINC00486",0,0,4,0,0,0
"23535","285045","ENSG00000236854","LINC00486",0,0,0,0,0,0
"3961","4052","ENSG00000049323","LTBP1",25250,26099,16791,17998,17820,17871
"40839","100873324","ENSG00000212204","RNA5SP91",3,0,0,0,0,0
"40840","100873325","ENSG00000252246","RNA5SP92",0,0,0,0,0,0
"11149","25780","ENSG00000152689","RASGRP3",108,115,136,77,73,109
"11270","25940","ENSG00000119812","FAM98A",3379,3256,2575,2703,3154,3458
"21175","151325","ENSG00000239649","MYADML",0,0,0,0,1,0
"52854","106144585","ENSG00000237790","LINC01318",0,0,0,0,0,0
"45805","104355287","ENSG00000228262","LINC01317",0,2,0,1,1,0
"53428","106479441","ENSG00000264352","RN7SL602P",0,0,0,0,0,0
"49287","105374461","ENSG00000237320","LOC105374461",0,0,0,0,0,0
"40236","100616475","ENSG00000265301","MIR548AD",0,0,0,0,0,0
"55518","106481532","ENSG00000207255","RNU6-1117P",0,0,0,0,0,0
"24782","351143","ENSG00000234587","MRPL50P1",0,0,0,0,0,0
"34856","100270956","ENSG00000233752","RPL21P36",0,0,0,0,0,0
"13270","51232","ENSG00000150938","CRIM1",3567,4049,3267,3645,4060,3977
"8742","9637","ENSG00000171055","FEZ2",2004,1958,1641,1645,1989,1953
"38310","100422559","ENSG00000270677","RACK1P2",0,0,0,0,0,0
"4925","5212","ENSG00000205221","VIT",0,0,0,0,0,0
"6403","6801","ENSG00000115808","STRN",1308,1467,1259,1311,1524,1700
"53808","106479822","ENSG00000252756","RNU6-577P",0,0,0,0,0,0
"13834","54497","ENSG00000008869","HEATR5B",740,755,533,707,710,813
"22646","253635","ENSG00000152133","GPATCH11",602,589,406,439,461,494
"5285","5610","ENSG00000055332","EIF2AK2",1476,1287,1424,1989,2340,2157
"58095","107985793","ENSG00000224891","ARL14EPP1",0,0,0,0,1,0
"26144","391365","ENSG00000138068","SULT6B1",3,5,3,0,4,0
"32457","100129418","ENSG00000233159","RPL31P16",0,0,0,0,0,0
"39009","100505876","ENSG00000218739","CEBPZOS",1126,1068,1122,1192,1294,1397
"9234","10153","ENSG00000115816","CEBPZ",1134,1139,879,954,846,1009
"14516","55471","ENSG00000003509","NDUFAF7",354,351,255,306,271,348
"11067","23683","ENSG00000115825","PRKD3",1950,1970,1470,1545,1702,1918
"55462","106481476","ENSG00000207364","RNU6-939P",0,0,0,0,0,0
"11160","25797","ENSG00000115828","QPCT",1160,1134,921,943,711,814
"54042","106480057","ENSG00000253078","RNU6-1116P",0,0,0,0,0,0
"9663","10602","ENSG00000163171","CDC42EP3",7771,7979,5607,6006,6453,6959
"44099","101929559","ENSG00000237803","LINC00211",2,0,0,0,0,0
"21177","151393","ENSG00000115841","RMDN2",101,76,82,56,74,114
"1386","1545","ENSG00000138061","CYP1B1",911,967,1806,1948,2868,3021
"23552","285154","ENSG00000232973","CYP1B1-AS1",16,15,28,14,31,19
"55466","106481480","ENSG00000199603","RNU6-951P",0,3,0,0,0,0
"33044","100131085","ENSG00000227770","RPL7P12",0,0,1,1,1,0
"16002","64225","ENSG00000119787","ATL2",1107,1008,890,869,918,924
"44124","101929596","ENSG00000231367","LINC02613",1,2,0,0,3,0
"42209","100996902","ENSG00000235009","LINC01883",0,0,0,0,0,0
"22342","220717","ENSG00000213553","RPLP0P6",107,149,137,140,130,146
"18925","92906","ENSG00000143889","HNRNPLL",1524,1424,1260,1261,1621,1732
"20178","130589","ENSG00000143891","GALM",155,191,212,195,269,312
"6057","6432","ENSG00000115875","SRSF7",2288,2211,1662,1687,1516,1765
"16846","79833","ENSG00000152147","GEMIN6",326,341,243,223,240,285
"29693","646640","ENSG00000227238","TTC39DP",0,0,0,0,0,4
"18721","90957","ENSG00000163214","DHX57",826,774,711,821,853,930
"404","447","ENSG00000223922","ASS1P2",0,0,0,0,0,0
"31300","729967","ENSG00000188010","MORN2",375,324,381,440,488,491
"53928","106479942","ENSG00000207295","RNU6-851P",0,0,0,0,0,0
"35499","100271715","ENSG00000214694","ARHGEF33",2,5,4,2,1,1
"54476","106480486","ENSG00000265905","RN7SL96P",0,0,0,0,0,0
"25109","375196","ENSG00000269210","LOC375196",0,0,0,0,0,0
"6273","6654","ENSG00000115904","SOS1",1512,1664,1651,1849,1980,2052
"55227","106481239","ENSG00000206985","RNU6-198P",0,0,0,0,0,0
"24540","344387","ENSG00000205111","CDKL4",3,0,0,0,0,1
"7753","8491","ENSG00000011566","MAP4K3",1223,1098,694,843,985,1085
"30938","728730","ENSG00000231312","MAP4K3-DT",298,254,193,214,206,190
"20184","130733","ENSG00000152154","TMEM178A",170,211,216,242,255,228
"17248","80745","ENSG00000138050","THUMPD2",413,376,302,315,285,316
"32147","100128590","ENSG00000227028","SLC8A1-AS1",3,4,0,0,2,0
"36989","100419512","ENSG00000235653","LOC100419512",0,0,0,0,0,0
"6164","6546","ENSG00000183023","SLC8A1",25,17,23,30,20,14
"53574","106479587","ENSG00000223245","RNU4-63P",0,0,0,0,0,0
"25583","388942","ENSG00000214691","LINC01913",0,0,0,0,0,0
"44191","101929723","ENSG00000234362","LINC01914",0,0,0,0,0,0
"26627","400950","ENSG00000205086","LINC02898",0,0,0,0,0,0
"18776","91461","ENSG00000162878","PKDCC",0,1,0,0,0,0
"12036","27436","ENSG00000143924","EML4",1588,1407,1319,1533,1487,1633
"8322","9167","ENSG00000115944","COX7A2L",1830,1818,1827,1648,2096,2237
"21807","170850","ENSG00000171126","KCNG3",0,0,0,0,0,0
"37504","100420568","ENSG00000232526","VDAC1P13",0,0,0,0,0,0
"32575","100129718","ENSG00000236913","RPS13P3",0,0,1,0,0,0
"15433","57504","ENSG00000057935","MTA3",630,642,607,698,722,880
"55208","106481220","ENSG00000200550","RNU6-137P",3,0,1,6,7,3
"21643","165140","ENSG00000162881","OXER1",0,0,0,0,0,0
"10904","23498","ENSG00000162882","HAAO",0,0,0,0,0,0
"45057","102723854","ENSG00000231826","LINC01819",0,0,1,0,0,0
"55242","106481254","ENSG00000207087","RNU6-242P",0,0,0,0,0,0
"15855","63892","ENSG00000115970","THADA",1030,1047,820,794,930,1003
"605","678","ENSG00000152518","ZFP36L2",2579,2332,3116,3431,4235,4454
"20162","130271","ENSG00000152527","PLEKHH2",318,341,193,261,242,207
"30967","728819","ENSG00000223658","C1GALT1C1L",18,26,35,25,28,40
"37733","100421122","ENSG00000229695","LOC100421122",0,0,0,0,0,0
"54843","106480853","ENSG00000252490","RN7SKP66",0,0,0,0,0,0
"13530","51626","ENSG00000138036","DYNC2LI1",221,255,259,206,213,264
"16007","64240","ENSG00000138075","ABCG5",1,0,0,0,0,0
"16008","64241","ENSG00000143921","ABCG8",0,0,0,0,0,0
"9211","10128","ENSG00000138095","LRPPRC",3471,3429,2782,2997,2931,2938
"54012","106480027","ENSG00000200924","RNU6-1048P",0,0,0,0,2,0
"55888","106481903","ENSG00000252599","RNU6-566P",0,0,0,0,0,0
"5163","5495","ENSG00000138032","PPM1B",1614,1640,1362,1387,1813,1736
"6138","6519","ENSG00000138079","SLC3A1",3,0,0,0,0,1
"8699","9581","ENSG00000138078","PREPL",2216,2287,1802,1875,2308,2066
"16838","79823","ENSG00000143919","CAMKMT",138,109,114,108,130,119
"58174","107985879","ENSG00000259439","LINC01833",0,1,2,0,1,0
"39087","100506108","ENSG00000236502","SIX3-AS1",0,0,0,0,0,0
"6111","6496","ENSG00000138083","SIX3",5,5,0,0,7,1
"9773","10736","ENSG00000170577","SIX2",0,0,0,0,0,0
"26628","400952","ENSG00000205054","LINC01121",4,0,0,0,0,1
"14287","55133","ENSG00000068784","SRBD1",527,447,404,426,480,491
"55026","106481036","ENSG00000239396","RN7SL414P",0,0,0,0,0,0
"5255","5581","ENSG00000171132","PRKCE",438,425,338,362,458,412
"49372","105374580","ENSG00000228481","PRKCE-AS1",0,0,0,0,0,0
"35194","100271324","ENSG00000233335","RPL36AP14",0,0,0,0,0,0
"1801","2034","ENSG00000116016","EPAS1",523,504,325,321,313,216
"49374","105374582","ENSG00000228100","LINC01820",0,0,0,0,0,0
"42461","101805491","ENSG00000187600","LINC02583",0,0,0,0,0,0
"55134","106481144","ENSG00000241791","RN7SL817P",0,0,0,0,0,0
"18660","90423","ENSG00000250565","ATP6V1E2",122,126,83,104,122,131
"10864","23433","ENSG00000119729","RHOQ",514,544,612,613,827,849
"39099","100506142","ENSG00000250116","RHOQ-AS1",0,0,0,0,0,7
"4982","5281","ENSG00000151665","PIGF",203,191,207,158,231,209
"8542","9419","ENSG00000119878","CRIPT",546,585,485,620,625,665
"8761","9655","ENSG00000171150","SOCS5",905,877,828,917,988,1170
"25585","388948","ENSG00000222005","LINC01118",1,2,0,0,0,0
"33690","100134259","ENSG00000239332","LINC01119",5,11,14,17,13,21
"18657","90411","ENSG00000180398","MCFD2",12065,12207,8347,8517,9273,9868
"15322","57217","ENSG00000068724","TTC7A",923,889,775,914,1119,1350
"23536","285051","ENSG00000239605","STPG4",0,0,0,0,0,0
"729","805","ENSG00000143933","CALM2",16246,16667,14531,14290,16641,17795
"42563","101927043","ENSG00000234690","EPCAM-DT",0,2,2,1,1,3
"543","618","ENSG00000236824","BCYRN1",65,75,59,63,63,44
"3984","4072","ENSG00000119888","EPCAM",0,0,0,1,0,0
"55734","106481749","ENSG00000222685","RN7SKP119",0,0,0,0,0,0
"30451","693144","ENSG00000207923","MIR559",0,0,0,0,0,0
"4243","4436","ENSG00000095002","MSH2",1132,1093,865,1058,727,879
"15047","56660","ENSG00000184261","KCNK12",1,6,3,0,3,0
"29076","644093","ENSG00000235760","MSH2-OT1",0,1,0,0,0,0
"23537","285053","ENSG00000230979","RPL18AP6",11,10,13,13,15,6
"2627","2956","ENSG00000116062","MSH6",2132,2084,2078,2344,1854,1940
"36048","100289315","ENSG00000224443","NME2P2",0,0,0,0,0,0
"17090","80204","ENSG00000138081","FBXO11",1125,1196,818,913,1080,1163
"39120","100506235","ENSG00000233230","LOC100506235",158,123,105,80,107,134
"3114","3344","ENSG00000170802","FOXN2",706,574,474,510,531,604
"55177","106481187","ENSG00000251889","RNU4-49P",0,0,0,0,0,0
"20124","129285","ENSG00000162869","PPP1R21",412,318,502,529,660,638
"53678","106479691","ENSG00000202227","RNU6-282P",1,0,0,0,0,0
"10070","11037","ENSG00000243244","STON1",851,926,1980,2125,2492,2818
"23837","286749","ENSG00000068781","STON1-GTF2A1L",23,7,23,36,41,41
"10069","11036","ENSG00000242441","GTF2A1L",0,0,0,0,0,3
"3887","3973","ENSG00000138039","LHCGR",13,3,3,2,13,21
"40555","100856810","ENSG00000232285","ELOBP3",0,0,0,0,0,0
"2204","2492","ENSG00000170820","FSHR",1,0,0,0,0,0
"55304","106481317","ENSG00000206915","RNU6-439P",0,0,0,0,0,0
"20183","130728","ENSG00000234253","RPL7P13",0,0,0,0,0,0
"8509","9378","ENSG00000179915","NRXN1",0,27,2,1,0,2
"56376","107075283","ENSG00000230327","MTCO1P42",0,0,0,0,0,0
"45691","103504737","ENSG00000216191","MIR8485",0,0,0,0,0,0
"31338","730100","ENSG00000231918","LOC730100",0,0,0,0,0,0
"1273","1424","ENSG00000223710","CRYGGP",0,0,0,0,0,0
"49384","105374596","ENSG00000225444","LINC01867",0,0,0,0,0,0
"20139","129656","ENSG00000204993","CRTC1P1",0,0,0,0,0,0
"55772","106481787","ENSG00000233083","FTH1P6",0,0,0,0,0,0
"40194","100616431","ENSG00000264975","MIR4431",0,0,0,0,0,0
"13180","51130","ENSG00000115239","ASB3",50,28,34,34,33,79
"53992","106480007","ENSG00000207456","RNU6-997P",0,0,0,0,0,0
"28203","494143","ENSG00000143942","CHAC2",241,172,171,172,199,189
"11965","27248","ENSG00000068912","ERLEC1",1727,1752,1618,1656,2150,2061
"38806","100500850","ENSG00000265452","MIR3682",0,7,6,1,6,5
"9959","10936","ENSG00000119737","GPR75",38,31,39,40,47,27
"10668","23198","ENSG00000068878","PSME4",3098,3179,1971,2195,2587,2566
"93","98","ENSG00000170634","ACYP2",218,224,228,245,244,213
"41407","100873894","ENSG00000233266","HMGB1P31",5,1,6,2,7,6
"54818","106480828","ENSG00000252934","RNU7-172P",0,0,0,0,0,0
"25586","388951","ENSG00000178021","TSPYL6",0,0,0,0,0,0
"20148","129852","ENSG00000177994","C2orf73",3,2,20,13,7,11
"6322","6711","ENSG00000115306","SPTBN1",6726,6617,4657,6777,8037,8335
"26629","400954","ENSG00000214595","EML6",31,47,44,41,67,66
"33817","100151678","ENSG00000252507","RNU7-81P",0,0,0,0,0,0
"15261","57142","ENSG00000115310","RTN4",14675,14819,13676,14169,16742,18213
"55302","106481315","ENSG00000200086","RNU6-433P",0,0,0,0,0,0
"20160","130162","ENSG00000162994","CLHC1",31,31,47,45,55,65
"5867","6233","ENSG00000143947","RPS27A",10703,10178,10042,9510,10034,11472
"4292","4528","ENSG00000085760","MTIF2",846,773,686,770,768,840
"24541","344405","ENSG00000162997","PRORSD1P",6,4,5,9,5,10
"14674","55704","ENSG00000115355","CCDC88A",2337,2487,1811,2556,2970,3132
"53895","106479909","ENSG00000238619","RNU6-775P",0,0,0,0,0,0
"54551","106480561","ENSG00000238493","RNU6-221P",0,0,0,0,0,0
"53833","106479847","ENSG00000239189","RNU6-634P",0,0,0,0,0,0
"19129","112942","ENSG00000163001","CFAP36",845,897,890,934,995,1110
"18521","87178","ENSG00000138035","PNPT1",1085,927,810,938,940,958
"1938","2202","ENSG00000115380","EFEMP1",12389,12848,34146,34932,56338,62264
"27190","406999","ENSG00000207548","MIR217",0,0,0,0,0,0
"27189","406998","ENSG00000207798","MIR216A",0,0,0,0,0,0
"31835","100126319","ENSG00000211520","MIR216B",0,0,0,0,0,0
"32464","100129434","ENSG00000233251","LOC100129434",0,0,0,2,3,0
"19254","114800","ENSG00000055813","CCDC85A",1,0,0,6,2,2
"40841","100873326","ENSG00000199395","RNA5SP93",0,0,0,0,0,0
"61149","111082966","ENSG00000231570","PPIAP63",0,0,0,0,0,0
"7040","7444","ENSG00000028116","VRK2",266,240,191,273,229,258
"14277","55120","ENSG00000115392","FANCL",323,286,242,261,232,262
"24249","339799","ENSG00000233426","EIF3FP3",20,16,19,10,12,13
"26630","400955","ENSG00000233723","LINC01122",2,0,1,0,0,0
"29167","644456","ENSG00000231043","LOC644456",3,3,3,5,1,9
"42715","101927285","ENSG00000222030","LINC01793",0,0,0,0,0,0
"54575","106480585","ENSG00000200101","RNU6-508P",0,0,0,0,0,0
"40842","100873327","ENSG00000252726","RNA5SP94",0,0,0,0,0,0
"56048","106660609","ENSG00000228590","MIR4432HG",0,0,0,0,0,0
"54140","106480155","ENSG00000200807","RNU1-32P",0,0,0,0,0,0
"40234","100616473","ENSG00000266078","MIR4432",0,0,0,0,0,0
"13625","53335","ENSG00000119866","BCL11A",2,36,3,1,15,5
"53342","106479355","ENSG00000242158","RN7SL361P",0,0,0,0,0,0
"20192","130865","ENSG00000213495","RPL26P13",0,0,0,0,0,0
"55361","106481374","ENSG00000252718","RNU6-612P",0,0,0,0,0,0
"16189","64895","ENSG00000115421","PAPOLG",391,388,412,409,482,554
"26631","400957","ENSG00000228414","REL-DT",0,0,2,0,0,1
"55085","106481095","ENSG00000241524","RN7SL632P",0,0,0,0,0,0
"34853","100270953","ENSG00000237024","RPL21P33",0,0,0,0,0,0
"5604","5966","ENSG00000162924","REL",139,202,159,218,246,245
"53568","106479581","ENSG00000201076","RNU4-51P",0,0,0,0,0,0
"21147","150962","ENSG00000162927","PUS10",128,105,147,152,125,148
"40843","100873328","ENSG00000222251","RNA5SP95",0,0,0,0,0,0
"4909","5194","ENSG00000162928","PEX13",514,559,511,489,553,670
"18119","84542","ENSG00000162929","SANBR",413,389,314,417,363,432
"24250","339803","ENSG00000212978","C2orf74-DT",128,106,152,159,188,184
"24251","339804","ENSG00000237651","C2orf74",0,0,0,0,0,0
